date,ret,ret_lag1,ret_sq_lag1,neg_ret_sq_lag1,RV_5_lag1,RV_10_lag1,RV_22_lag1,logvol_lag1,logvol_z22_lag1,absret_logvol_lag1,SPY_ret_lag1,GOLD_ret_lag1,DXY_ret_lag1,vix_log_lag1,vix_log_diff_lag1
2004-02-06,-0.018304424308039025,-0.0006043107761484201,3.6519151416910594e-07,3.6519151416910594e-07,0.03462750513722285,0.02497534174824667,0.024655782760984478,11.646030516724396,0.7676479431527312,0.0070378217406099055,0.002919804231554579,-0.0072581819686838855,0.0006907469910437669,2.8741294000992386,-0.008993976035353679
2004-02-09,0.010718286087556983,-0.018304424308039025,0.0003350519492487299,0.0003350519492487299,0.03546509958099045,0.025192566078343765,0.02493192568051814,11.351723315196201,-0.8431876263952331,0.20778676018881068,0.011158855346272922,0.013721058264253294,-0.010178261499813601,2.772588722239781,-0.10154067785945742
2004-02-10,0.03118684800662308,0.010718286087556983,0.00011488165665471758,0.0,0.017180075402055125,0.02568798106018152,0.02507033306114743,11.208720979432398,-1.5617313649298992,0.12013827813315835,0.00026207405961198305,0.007897330564814453,-0.00023249207704623132,2.796671355516472,0.024082633276691023
2004-02-11,0.0038308893222134266,0.03118684800662308,0.00097261948858821,0.0,0.023977383951444324,0.027967300705075786,0.025896636677515246,11.512915464920228,0.06361361613751756,0.35905154471756745,0.003226311887248201,-0.0009837529211740303,-0.0018622405931036923,2.768831647037307,-0.02783970847916528
2004-02-12,-0.0005884218439375921,0.0038308893222134266,1.4675712999048848e-05,0.0,0.017983696221529483,0.02754601486830719,0.025821136048806457,11.52009966871823,0.112285264777064,0.0441322268117271,0.01056722754562589,0.009306994151231152,-0.007483657643887476,2.733717970158959,-0.03511367687834799
2004-02-13,0.016924880900059946,-0.0005884218439375921,3.46240266422916e-07,3.46240266422916e-07,0.01798237897656586,0.026086381531539648,0.02567492273180941,11.369447627199275,-0.6636493201861394,0.006690031337348479,-0.003625061767619009,0.008496227577319715,0.0010558270487885935,2.7285062370776063,-0.0052117330813525875
2004-02-17,0.01721208480487757,0.016924880900059946,0.000286451593481214,0.0,0.012433584317579743,0.026417607262521563,0.025893357689969566,11.369447627199275,-0.5966647033586682,0.1924265469898169,-0.00450690695383571,-0.00825253327766795,0.003160630614464921,2.7459880355456865,0.01748179846808018
2004-02-18,0.008214206022539194,0.01721208480487757,0.0002962558633302973,0.0,0.01255071626864831,0.019869296720312,0.02614632757995421,11.484217300833485,0.10419450199903149,0.19766732209958812,0.008992999171378635,0.0137966905646012,-0.006331372233172594,2.7343674846488217,-0.011620550896864756
2004-02-19,0.015395663956409233,0.008214206022539194,6.747318058071917e-05,0.0,0.007896939335160787,0.017711507235267814,0.025176818025231303,11.152099058480445,-1.6140568339780967,0.09160563925012376,-0.0044001299330700405,-0.008934050155567697,0.010064457582356745,2.7466296928572342,0.012262208208412506
2004-02-20,-0.011173343459893292,0.015395663956409233,0.00023702646865867842,0.0,0.007650759631853161,0.013415528019538596,0.023306396745273277,10.822454699613692,-2.975002806410668,0.16661887573871423,-0.003724412439741087,-0.006082004088674431,0.0008147552937050051,2.7600099521047476,0.013380259247513404
2004-02-23,-0.03574362074937021,-0.011173343459893292,0.0001248436040727402,0.0001248436040727402,0.012023234532936551,0.014570232294357116,0.02240802839352909,11.645706576204047,1.0452441966868853,0.1301214794090658,-0.003041853725124888,-0.03047427192263452,0.014897220523946153,2.7750856595161313,0.015075707411383643
2004-02-24,0.006673558959560122,-0.03574362074937021,0.0012776064242748086,0.0012776064242748086,0.022337052809950183,0.018495742705442065,0.021532539337504958,11.0091747548762,-1.8529996048093853,0.3935077672018356,-0.0025276221545160737,0.0037664827954770885,-0.002295123220505957,2.7905514788157535,0.015465819299622208
